atp,location,tournament,date,series,court,surface,round,bestof,winner,loser,anho
19,Indian Wells,BNP Paribas Open,2017/03/12,Masters 1000,Outdoor,Hard,2nd Round,3,Young D.,Querrey S.,2017
19,Indian Wells,BNP Paribas Open,2017/03/12,Masters 1000,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Delbonis F.,2017
19,Indian Wells,BNP Paribas Open,2017/03/12,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,Zeballos H.,2017
19,Indian Wells,BNP Paribas Open,2017/03/12,Masters 1000,Outdoor,Hard,2nd Round,3,Verdasco F.,Herbert P.H.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Edmund K.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,2nd Round,3,Johnson S.,Anderson K.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Robert S.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Cilic M.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Laaksonen H.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,3rd Round,3,Thiem D.,Zverev M.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,3rd Round,3,Carreno Busta P.,Bautista Agut R.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,3rd Round,3,Nishioka Y.,Berdych T.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,3rd Round,3,Lajovic D.,Pospisil V.,2017
19,Indian Wells,BNP Paribas Open,2017/03/13,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Kohlschreiber P.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Ramos-Vinolas A.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Cuevas P.,Fognini F.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Isner J.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Young D.,Pouille L.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Nishikori K.,Muller G.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Verdasco F.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Jaziri M.,Fritz T.,2017
19,Indian Wells,BNP Paribas Open,2017/03/14,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Zverev A.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Johnson S.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,3rd Round,3,Sock J.,Dimitrov G.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Del Potro J.M.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,4th Round,3,Nishikori K.,Young D.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,4th Round,3,Carreno Busta P.,Lajovic D.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,4th Round,3,Cuevas P.,Goffin D.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,4th Round,3,Kyrgios N.,Djokovic N.,2017
19,Indian Wells,BNP Paribas Open,2017/03/15,Masters 1000,Outdoor,Hard,4th Round,3,Sock J.,Jaziri M.,2017
19,Indian Wells,BNP Paribas Open,2017/03/16,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Nadal R.,2017
19,Indian Wells,BNP Paribas Open,2017/03/16,Masters 1000,Outdoor,Hard,4th Round,3,Wawrinka S.,Nishioka Y.,2017
19,Indian Wells,BNP Paribas Open,2017/03/16,Masters 1000,Outdoor,Hard,4th Round,3,Thiem D.,Monfils G.,2017
19,Indian Wells,BNP Paribas Open,2017/03/16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Carreno Busta P.,Cuevas P.,2017
19,Indian Wells,BNP Paribas Open,2017/03/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Thiem D.,2017
19,Indian Wells,BNP Paribas Open,2017/03/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Kyrgios N.,2017
19,Indian Wells,BNP Paribas Open,2017/03/17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sock J.,Nishikori K.,2017
19,Indian Wells,BNP Paribas Open,2017/03/18,Masters 1000,Outdoor,Hard,Semifinals,3,Wawrinka S.,Carreno Busta P.,2017
19,Indian Wells,BNP Paribas Open,2017/03/18,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Sock J.,2017
19,Indian Wells,BNP Paribas Open,2017/03/19,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Wawrinka S.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Klizan M.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Mahut N.,Mmoh M.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Thompson J.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Bagnis F.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Harrison R.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Young D.,Brown D.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Escobedo E.,Evans D.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Bedene A.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Vesely J.,Haas T.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Delbonis F.,Monaco J.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Sela D.,Harrison C.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Troicki V.,Monteiro T.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Donaldson J.,Edmund K.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Anderson K.,Lajovic D.,2017
20,Miami,Sony Ericsson Open,2017/03/22,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,Pavlasek A.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Pella G.,Smyczek T.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Robredo T.,Basilashvili N.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Becker B.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Ruud C.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Coric B.,Granollers M.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,Chung H.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Seppi A.,Albot R.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Khachanov K.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Zeballos H.,Elias G.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Rublev A.,Mayer F.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Kravchuk K.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,King D.,Lacko L.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Haase R.,Ymer M.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Kuznetsov An.,Istomin D.,2017
20,Miami,Sony Ericsson Open,2017/03/23,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,Youzhny M.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,1st Round,3,Bellucci T.,Robert S.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,1st Round,3,Jaziri M.,Dolgopolov O.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Cilic M.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Fritz T.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Troicki V.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Vesely J.,Ramos-Vinolas A.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Sousa J.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Nishikori K.,Anderson K.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Delbonis F.,Carreno Busta P.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Donaldson J.,Zverev M.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Paire B.,Cuevas P.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Mahut N.,Johnson S.,2017
20,Miami,Sony Ericsson Open,2017/03/24,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Sela D.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Nishioka Y.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Pella G.,Dimitrov G.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Verdasco F.,Escobedo E.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Young D.,Pouille L.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Simon G.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Ferrer D.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Muller G.,Seppi A.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Zeballos H.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,King D.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Rublev A.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Lorenzi P.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Querrey S.,Robredo T.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Jaziri M.,Lopez F.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Bellucci T.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Tiafoe F.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Lu Y.H.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Thiem D.,2017
20,Miami,Sony Ericsson Open,2017/03/25,Masters 1000,Outdoor,Hard,2nd Round,3,Karlovic I.,Kuznetsov An.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Kukushkin M.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Haase R.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,Dzumhur D.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Delbonis F.,Struff J.L.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Nishikori K.,Verdasco F.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Donaldson J.,Raonic M.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Mahut N.,Pella G.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Young D.,Paire B.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Fognini F.,Chardy J.,2017
20,Miami,Sony Ericsson Open,2017/03/26,Masters 1000,Outdoor,Hard,3rd Round,3,Nadal R.,Kohlschreiber P.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Sock J.,Vesely J.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Berdych T.,Muller G.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,Querrey S.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Coric B.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Del Potro J.M.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Karlovic I.,2017
20,Miami,Sony Ericsson Open,2017/03/27,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Isner J.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Schwartzman D.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,3rd Round,3,Wawrinka S.,Jaziri M.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Fognini F.,Young D.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Nishikori K.,Delbonis F.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Sock J.,Donaldson J.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Berdych T.,Mannarino A.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Nadal R.,Mahut N.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Federer R.,Bautista Agut R.,2017
20,Miami,Sony Ericsson Open,2017/03/28,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Wawrinka S.,2017
20,Miami,Sony Ericsson Open,2017/03/29,Masters 1000,Outdoor,Hard,4th Round,3,Kyrgios N.,Goffin D.,2017
20,Miami,Sony Ericsson Open,2017/03/29,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fognini F.,Nishikori K.,2017
20,Miami,Sony Ericsson Open,2017/03/30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Nadal R.,Sock J.,2017
20,Miami,Sony Ericsson Open,2017/03/30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Berdych T.,2017
20,Miami,Sony Ericsson Open,2017/03/31,Masters 1000,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Zverev A.,2017
20,Miami,Sony Ericsson Open,2017/03/31,Masters 1000,Outdoor,Hard,Semifinals,3,Nadal R.,Fognini F.,2017
20,Miami,Sony Ericsson Open,2017/04/01,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Kyrgios N.,2017
20,Miami,Sony Ericsson Open,2017/01/02,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Nadal R.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/10,ATP250,Outdoor,Clay,1st Round,3,Kicker N.,Rubin N.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/11,ATP250,Outdoor,Clay,1st Round,3,Haas T.,Opelka R.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/11,ATP250,Outdoor,Clay,1st Round,3,Brown D.,Monaco J.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Gonzalez M.,Donaldson J.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Dutra Silva R.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Verdasco F.,Anderson K.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Monteiro T.,Young D.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Pavlasek A.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Chung H.,Estrella Burgos V.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,Tiafoe F.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Escobedo E.,Sandgren T.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Fratangelo B.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Isner J.,Mayer L.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Verdasco F.,Kicker N.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Escobedo E.,Monteiro T.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,Brown D.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Querrey S.,Zeballos H.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Bellucci T.,Gonzalez M.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/14,ATP250,Outdoor,Clay,2nd Round,3,Sock J.,Haas T.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/14,ATP250,Outdoor,Clay,2nd Round,3,Lopez F.,Chung H.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Escobedo E.,Isner J.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Bellucci T.,Querrey S.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Johnson S.,Verdasco F.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/15,ATP250,Outdoor,Clay,Quarterfinals,3,Sock J.,Lopez F.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/15,ATP250,Outdoor,Clay,Semifinals,3,Bellucci T.,Escobedo E.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/15,ATP250,Outdoor,Clay,Semifinals,3,Johnson S.,Sock J.,2017
21,Houston,U.S. Men's Clay Court Championships,2017/04/16,ATP250,Outdoor,Clay,The Final,3,Johnson S.,Bellucci T.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/10,ATP250,Outdoor,Clay,1st Round,3,Struff J.L.,Daniel T.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/10,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Klizan M.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/10,ATP250,Outdoor,Clay,1st Round,3,Robredo T.,Stakhovsky S.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/10,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Almagro N.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/11,ATP250,Outdoor,Clay,1st Round,3,Coric B.,Schwartzman D.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/11,ATP250,Outdoor,Clay,1st Round,3,Ahouda A.,Granollers M.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/11,ATP250,Outdoor,Clay,1st Round,3,El Amrani R.,Delbonis F.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/11,ATP250,Outdoor,Clay,1st Round,3,Quinzi G.,Mathieu P.H.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,Jaziri M.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Lorenzi P.,Garcia-Lopez G.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Vanni L.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/12,ATP250,Outdoor,Clay,1st Round,3,Paire B.,Berlocq C.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/12,ATP250,Outdoor,Clay,2nd Round,3,Coric B.,El Amrani R.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/12,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Djere L.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Paire B.,Albot R.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Vesely J.,Zverev M.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,Dimitrov G.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Lorenzi P.,Quinzi G.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Struff J.L.,Ahouda A.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/13,ATP250,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Chardy J.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Coric B.,Ramos-Vinolas A.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Vesely J.,Lorenzi P.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Struff J.L.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/14,ATP250,Outdoor,Clay,Quarterfinals,3,Paire B.,Robredo T.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/15,ATP250,Outdoor,Clay,Semifinals,3,Coric B.,Vesely J.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/15,ATP250,Outdoor,Clay,Semifinals,3,Kohlschreiber P.,Paire B.,2017
22,Marrakech,Grand Prix Hassan II,2017/04/16,ATP250,Outdoor,Clay,The Final,3,Coric B.,Kohlschreiber P.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/16,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Darcis S.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/16,Masters 1000,Outdoor,Clay,1st Round,3,Sousa J.,Mayer F.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/16,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Jaziri M.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Basilashvili N.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Tomic B.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Cuevas P.,Troicki V.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Almagro N.,Klizan M.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Zverev A.,Seppi A.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,Garcia-Lopez G.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,Evans D.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,Fognini F.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Olivo R.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/17,Masters 1000,Outdoor,Clay,1st Round,3,Berdych T.,Kuznetsov An.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/18,Masters 1000,Outdoor,Clay,1st Round,3,Muller G.,Robredo T.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/18,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,Harrison R.,2017
23,Monte Carlo,Monte Carlo Masters,2017/04/18,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Ruud C.,2017
