atp,location,tournament,date,series,court,surface,round,bestof,winner,loser,anho
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/23,ATP250,Outdoor,Clay,2nd Round,3,Simon G.,Hanescu V.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/23,ATP250,Outdoor,Clay,2nd Round,3,Stakhovsky S.,Berlocq C.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/23,ATP250,Outdoor,Clay,2nd Round,3,Dimitrov G.,Vesely J.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/24,ATP250,Outdoor,Clay,2nd Round,3,Istomin D.,Ungur A.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/24,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Youzhny M.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/24,ATP250,Outdoor,Clay,2nd Round,3,Monfils G.,Berankis R.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/24,ATP250,Outdoor,Clay,2nd Round,3,Mathieu P.H.,Copil M.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/25,ATP250,Outdoor,Clay,Quarterfinals,3,Rosol L.,Simon G.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/25,ATP250,Outdoor,Clay,Quarterfinals,3,Haase R.,Istomin D.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/25,ATP250,Outdoor,Clay,Quarterfinals,3,Monfils G.,Mathieu P.H.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/25,ATP250,Outdoor,Clay,Quarterfinals,3,Dimitrov G.,Stakhovsky S.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/26,ATP250,Outdoor,Clay,Semifinals,3,Rosol L.,Haase R.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/26,ATP250,Outdoor,Clay,Semifinals,3,Dimitrov G.,Monfils G.,2014
25,Bucharest,BRD Nastase Tiriac Trophy,2014/04/27,ATP250,Outdoor,Clay,The Final,3,Dimitrov G.,Rosol L.,2014
26,Munich,BMW Open,2014/04/28,ATP250,Outdoor,Clay,1st Round,3,Falla A.,Nieminen J.,2014
26,Munich,BMW Open,2014/04/28,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Davydenko N.,2014
26,Munich,BMW Open,2014/04/28,ATP250,Outdoor,Clay,1st Round,3,Matosevic M.,Przysiezny M.,2014
26,Munich,BMW Open,2014/04/28,ATP250,Outdoor,Clay,1st Round,3,Brown D.,Karlovic I.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Struff J.L.,Lopez F.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Klizan M.,Sela D.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Melzer J.,Zverev A.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Bellucci T.,Dodig I.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Istomin D.,Kohlschreiber P.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Seppi A.,Berrer M.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Stakhovsky S.,Gojowczyk P.,2014
26,Munich,BMW Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,Hewitt L.,2014
26,Munich,BMW Open,2014/04/30,ATP250,Outdoor,Clay,2nd Round,3,Istomin D.,Matosevic M.,2014
26,Munich,BMW Open,2014/04/30,ATP250,Outdoor,Clay,2nd Round,3,Struff J.L.,Stakhovsky S.,2014
26,Munich,BMW Open,2014/04/30,ATP250,Outdoor,Clay,2nd Round,3,Klizan M.,Youzhny M.,2014
26,Munich,BMW Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Seppi A.,Ramos A.,2014
26,Munich,BMW Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Berankis R.,Melzer J.,2014
26,Munich,BMW Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Haas T.,Falla A.,2014
26,Munich,BMW Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Brown D.,2014
26,Munich,BMW Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Bellucci T.,Delbonis F.,2014
26,Munich,BMW Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Klizan M.,Istomin D.,2014
26,Munich,BMW Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Haas T.,Seppi A.,2014
26,Munich,BMW Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Bellucci T.,2014
26,Munich,BMW Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Struff J.L.,Berankis R.,2014
26,Munich,BMW Open,2014/05/03,ATP250,Outdoor,Clay,Semifinals,3,Klizan M.,Haas T.,2014
26,Munich,BMW Open,2014/05/03,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,Struff J.L.,2014
26,Munich,BMW Open,2014/05/04,ATP250,Outdoor,Clay,The Final,3,Klizan M.,Fognini F.,2014
27,Oeiras,Portugal Open,2014/04/28,ATP250,Outdoor,Clay,1st Round,3,Golubev A.,Mannarino A.,2014
27,Oeiras,Portugal Open,2014/04/28,ATP250,Outdoor,Clay,1st Round,3,Carreno-Busta P.,Kukushkin M.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Devvarman S.,Ebden M.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Daniel T.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Gonzalez A.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Nedovyesov A.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Machado R.,Tursunov D.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Montanes A.,Carballes Baena R.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Hanescu V.,Albot R.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Sousa J.,2014
27,Oeiras,Portugal Open,2014/04/29,ATP250,Outdoor,Clay,1st Round,3,Kubot L.,Gabashvili T.,2014
27,Oeiras,Portugal Open,2014/04/30,ATP250,Outdoor,Clay,1st Round,3,Elias G.,Volandri F.,2014
27,Oeiras,Portugal Open,2014/04/30,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Machado R.,2014
27,Oeiras,Portugal Open,2014/04/30,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,Montanes A.,2014
27,Oeiras,Portugal Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Hanescu V.,Carreno-Busta P.,2014
27,Oeiras,Portugal Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Elias G.,Garcia-Lopez G.,2014
27,Oeiras,Portugal Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Raonic M.,Cuevas P.,2014
27,Oeiras,Portugal Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Berdych T.,Devvarman S.,2014
27,Oeiras,Portugal Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,Golubev A.,2014
27,Oeiras,Portugal Open,2014/05/01,ATP250,Outdoor,Clay,2nd Round,3,Berlocq C.,Kubot L.,2014
27,Oeiras,Portugal Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Gimeno-Traver D.,Granollers M.,2014
27,Oeiras,Portugal Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Berdych T.,Mayer L.,2014
27,Oeiras,Portugal Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Berlocq C.,Raonic M.,2014
27,Oeiras,Portugal Open,2014/05/02,ATP250,Outdoor,Clay,Quarterfinals,3,Hanescu V.,Elias G.,2014
27,Oeiras,Portugal Open,2014/05/03,ATP250,Outdoor,Clay,Semifinals,3,Berdych T.,Hanescu V.,2014
27,Oeiras,Portugal Open,2014/05/03,ATP250,Outdoor,Clay,Semifinals,3,Berlocq C.,Gimeno-Traver D.,2014
27,Oeiras,Portugal Open,2014/05/04,ATP250,Outdoor,Clay,The Final,3,Berlocq C.,Berdych T.,2014
28,Madrid,Mutua Madrid Open,2014/05/04,Masters 1000,Outdoor,Clay,1st Round,3,Bautista R.,Robredo T.,2014
28,Madrid,Mutua Madrid Open,2014/05/04,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Rosol L.,2014
28,Madrid,Mutua Madrid Open,2014/05/04,Masters 1000,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Andujar P.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Dodig I.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Nieminen J.,Haase R.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Copil M.,Granollers M.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Isner J.,Gabashvili T.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Tsonga J.W.,Roger-Vasselin E.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Thiem D.,Tursunov D.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Matosevic M.,Kohlschreiber P.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Youzhny M.,Becker B.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Ramos A.,Mahut N.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Verdasco F.,Seppi A.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Paire B.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Lopez F.,Delbonis F.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Giraldo S.,Hewitt L.,2014
28,Madrid,Mutua Madrid Open,2014/05/05,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Carreno-Busta P.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Sijsling I.,Haas T.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Anderson K.,Stepanek R.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Gulbis E.,Janowicz J.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Almagro N.,Golubev A.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Monaco J.,Melzer J.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov O.,Fognini F.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Sousa J.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,2nd Round,3,Ferrer D.,Ramos A.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,2nd Round,3,Raonic M.,Chardy J.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,2nd Round,3,Bautista R.,Verdasco F.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,2nd Round,3,Nishikori K.,Garcia-Lopez G.,2014
28,Madrid,Mutua Madrid Open,2014/05/06,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Wawrinka S.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Anderson K.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Kubot L.,Simon G.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Gulbis E.,Dolgopolov O.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Isner J.,Matosevic M.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Nieminen J.,Sijsling I.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Monaco J.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Copil M.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Lopez F.,Youzhny M.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Mathieu P.H.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Giraldo S.,Tsonga J.W.,2014
28,Madrid,Mutua Madrid Open,2014/05/07,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Almagro N.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Berdych T.,Dimitrov G.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Nishikori K.,Raonic M.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Nieminen J.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Bautista R.,Kubot L.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Giraldo S.,Murray A.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Gulbis E.,Cilic M.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Lopez F.,Thiem D.,2014
28,Madrid,Mutua Madrid Open,2014/05/08,Masters 1000,Outdoor,Clay,3rd Round,3,Ferrer D.,Isner J.,2014
28,Madrid,Mutua Madrid Open,2014/05/09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Berdych T.,2014
28,Madrid,Mutua Madrid Open,2014/05/09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Bautista R.,Giraldo S.,2014
28,Madrid,Mutua Madrid Open,2014/05/09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ferrer D.,Gulbis E.,2014
28,Madrid,Mutua Madrid Open,2014/05/09,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nishikori K.,Lopez F.,2014
28,Madrid,Mutua Madrid Open,2014/05/10,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Bautista R.,2014
28,Madrid,Mutua Madrid Open,2014/05/10,Masters 1000,Outdoor,Clay,Semifinals,3,Nishikori K.,Ferrer D.,2014
28,Madrid,Mutua Madrid Open,2014/05/11,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Nishikori K.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/11,Masters 1000,Outdoor,Clay,1st Round,3,Chardy J.,Haase R.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/11,Masters 1000,Outdoor,Clay,1st Round,3,Stepanek R.,Andujar P.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/11,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,Sousa J.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/11,Masters 1000,Outdoor,Clay,1st Round,3,Melzer J.,Isner J.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/11,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Janowicz J.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/11,Masters 1000,Outdoor,Clay,1st Round,3,Robredo T.,Monaco J.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Dodig I.,Delbonis F.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,Lopez F.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Roger-Vasselin E.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Bolelli S.,Travaglia S.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Karlovic I.,Carreno-Busta P.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Riba P.,Lorenzi P.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,Volandri F.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Robert S.,Gonzalez A.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Rosol L.,Fognini F.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Youzhny M.,Mahut N.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/12,Masters 1000,Outdoor,Clay,1st Round,3,Tsonga J.W.,Dolgopolov O.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Giraldo S.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Anderson K.,Pospisil V.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Golubev A.,Verdasco F.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Haas T.,Seppi A.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Gulbis E.,Falla A.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Tursunov D.,Bautista R.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,1st Round,3,Sijsling I.,Cecchinato M.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Stepanek R.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Riba P.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Robredo T.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,2nd Round,3,Raonic M.,Bolelli S.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/13,Masters 1000,Outdoor,Clay,2nd Round,3,Ferrer D.,Kukushkin M.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Melzer J.,Cilic M.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,Granollers M.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Chardy J.,Federer R.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Dodig I.,Rosol L.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Tsonga J.W.,Anderson K.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Haas T.,Sijsling I.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Youzhny M.,Golubev A.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Gulbis E.,Robert S.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Karlovic I.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Simon G.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/14,Masters 1000,Outdoor,Clay,2nd Round,3,Berdych T.,Tursunov D.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Haas T.,Wawrinka S.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Raonic M.,Tsonga J.W.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Murray A.,Melzer J.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Chardy J.,Dodig I.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Youzhny M.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Berdych T.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Ferrer D.,Gulbis E.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/15,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Kohlschreiber P.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Raonic M.,Chardy J.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Dimitrov G.,Haas T.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Ferrer D.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Murray A.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/17,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Raonic M.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/17,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Dimitrov G.,2014
29,Rome,Internazionali BNL d'Italia,2014/05/18,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Nadal R.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/18,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,Matosevic M.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/18,ATP250,Outdoor,Clay,1st Round,3,Karlovic I.,Kamke T.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/19,ATP250,Outdoor,Clay,1st Round,3,Gabashvili T.,Lajovic D.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/19,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Sijsling I.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/19,ATP250,Outdoor,Clay,1st Round,3,Melzer J.,Carreno-Busta P.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/19,ATP250,Outdoor,Clay,1st Round,3,Milojevic N.,Basic M.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/19,ATP250,Outdoor,Clay,1st Round,3,Brown D.,Lu Y.H.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/20,ATP250,Outdoor,Clay,1st Round,3,Delic M.,Przysiezny M.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/20,ATP250,Outdoor,Clay,1st Round,3,Davydenko N.,Sela D.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/20,ATP250,Outdoor,Clay,1st Round,3,Monaco J.,Becker B.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/20,ATP250,Outdoor,Clay,1st Round,3,Istomin D.,Nieminen J.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,1st Round,3,Kubler J.,Giannessi A.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Karlovic I.,Milojevic N.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Monaco J.,Granollers M.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Vesely J.,Davydenko N.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Melzer J.,Sousa J.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Istomin D.,Kubler J.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Gabashvili T.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Delic M.,Brown D.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/21,ATP250,Outdoor,Clay,2nd Round,3,Seppi A.,Mannarino A.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/22,ATP250,Outdoor,Clay,Quarterfinals,3,Vesely J.,Melzer J.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/22,ATP250,Outdoor,Clay,Quarterfinals,3,Karlovic I.,Monaco J.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/22,ATP250,Outdoor,Clay,Quarterfinals,3,Istomin D.,Seppi A.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/23,ATP250,Outdoor,Clay,Quarterfinals,3,Kohlschreiber P.,Delic M.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/23,ATP250,Outdoor,Clay,Semifinals,3,Karlovic I.,Vesely J.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/23,ATP250,Outdoor,Clay,Semifinals,3,Kohlschreiber P.,Istomin D.,2014
30,Dusseldorf,Dusseldorf Open,2014/05/24,ATP250,Outdoor,Clay,The Final,3,Kohlschreiber P.,Karlovic I.,2014
31,Nice,Open de Nice Côte d’Azur,2014/05/18,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Kukushkin M.,2014
31,Nice,Open de Nice Côte d’Azur,2014/05/18,ATP250,Outdoor,Clay,1st Round,3,Roger-Vasselin E.,Gonzalez A.,2014
