series,court,surface,round,bestof,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,anho
ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,Gulbis E.,52,68,882,710,6,4,4,6,6,3,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Donskoy E.,Sidorenko A.,117,508,462,70,6,2,6,4,,,,,,,2,0,2015
ATP250,Indoor,Hard,1st Round,3,Janowicz J.,Paire B.,66,32,730,1187,6,4,3,0,,,,,,,1,0,2015
ATP250,Indoor,Hard,1st Round,3,Robredo T.,Youzhny M.,27,92,1315,581,6,4,3,6,6,3,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Pouille L.,Berankis R.,75,72,685,690,7,6,3,6,7,6,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Granollers M.,Kokkinakis T.,81,70,637,704,6,3,6,3,,,,,,,2,0,2015
ATP250,Indoor,Hard,1st Round,3,Gabashvili T.,Shyla Y.,57,366,822,117,6,2,6,2,,,,,,,2,0,2015
ATP250,Indoor,Hard,1st Round,3,Bolelli S.,Rublev A.,63,178,750,279,4,6,6,3,6,1,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Sousa J.,Albot R.,53,99,846,541,3,6,7,5,6,4,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Istomin D.,Kukushkin M.,62,48,751,922,7,6,2,6,6,2,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Becker B.,Golubev A.,71,154,700,344,6,4,1,6,6,4,,,,,2,1,2015
ATP250,Indoor,Hard,2nd Round,3,Thiem D.,Haider-Maurer A.,21,61,1555,757,6,2,7,6,,,,,,,2,0,2015
ATP250,Indoor,Hard,2nd Round,3,Bautista R.,Gabashvili T.,23,57,1510,822,6,3,5,7,7,5,,,,,2,1,2015
ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Janowicz J.,75,66,685,730,7,6,7,6,,,,,,,2,0,2015
ATP250,Indoor,Hard,2nd Round,3,Robredo T.,Baghdatis M.,27,52,1315,882,7,6,6,1,,,,,,,2,0,2015
ATP250,Indoor,Hard,2nd Round,3,Istomin D.,Becker B.,62,71,751,700,2,6,7,6,6,4,,,,,2,1,2015
ATP250,Indoor,Hard,2nd Round,3,Raonic M.,Donskoy E.,9,117,2790,462,6,4,6,4,,,,,,,2,0,2015
ATP250,Indoor,Hard,2nd Round,3,Bolelli S.,Berdych T.,63,5,750,5050,7,6,6,4,,,,,,,2,0,2015
ATP250,Indoor,Hard,2nd Round,3,Sousa J.,Granollers M.,53,81,846,637,6,3,6,3,,,,,,,2,0,2015
ATP250,Indoor,Hard,Quarterfinals,3,Thiem D.,Istomin D.,21,62,1555,751,6,2,7,5,,,,,,,2,0,2015
ATP250,Indoor,Hard,Quarterfinals,3,Sousa J.,Bolelli S.,53,63,846,750,7,6,7,6,,,,,,,2,0,2015
ATP250,Indoor,Hard,Quarterfinals,3,Bautista R.,Pouille L.,23,75,1510,685,6,2,6,3,,,,,,,2,0,2015
ATP250,Indoor,Hard,Quarterfinals,3,Raonic M.,Robredo T.,9,27,2790,1315,6,1,6,2,,,,,,,2,0,2015
ATP250,Indoor,Hard,Semifinals,3,Sousa J.,Thiem D.,53,21,846,1555,6,4,7,6,,,,,,,2,0,2015
ATP250,Indoor,Hard,Semifinals,3,Raonic M.,Bautista R.,9,23,2790,1510,6,2,7,6,,,,,,,2,0,2015
ATP250,Indoor,Hard,The Final,3,Raonic M.,Sousa J.,9,53,2790,846,6,3,3,6,6,3,,,,,2,1,2015
ATP250,Indoor,Hard,1st Round,3,Becker B.,Groth S.,74,53,675,843,6,1,7,6,,,,,,,2,0,2015
ATP250,Indoor,Hard,1st Round,3,Kyrgios N.,Giraldo S.,41,65,1035,745,6,1,2,1,,,,,,,1,0,2015
